lon,lat
-118.3351667,35.0601667
-116.4206667,33.0175
74.7829,39.6189
-176.4619,-21.8853
-139.9471,60.75
-175.7286,51.5251
150.288,-6.1432
-151.3135,62.6218
-170.5529,52.4
-170.3426,53.5927
-117.2975,34.0823333
-150.452,59.6092
-150.6044,62.9657
129.6137,-2.8466
-122.8148346,38.8330002
107.8236,-6.892
-66.9556666666667,17.9406666666667
-103.9923447,31.61091484
-115.646,33.1738333
-117.9813,38.1405
-122.8371667,38.838
-149.9733,62.8632
-115.6028333,33.1965
-118.7031667,33.8898333
-116.036,33.0885
-116.0323333,33.089
-67.1216666666667,17.9153333333333
-155.516326904297,19.167667388916
-116.3693333,33.3933333
-95.80983333,36.25816667
-152.4221,56.3461
-151.0376,61.3427
-155.4025,19.243
-151.0578,62.5736
-179.4845,-23.703
-153.3383,59.776
-151.637,61.4926
-176.687,51.5689
-67.0316666666667,18.1241666666667
-152.6477,59.8635
-179.8372,-23.3873
-151.5784,63.0097
-155.508163452148,19.1774997711182
-155.425338745117,19.2388324737549
-104.1125246,31.73822328
-122.42583333333333,46.34733333333333
-151.3158,60.9325
-117.8198333,36.0183333
-122.7253333,38.7608333
-155.413162231445,19.2548332214355
-119.4609,38.5146
-86.1829,16.9061
-155.939,19.6461666666667
-141.1824,60.2967
93.1089,7.7778
-156.4911,67.3693
-66.951,17.968
-117.6185,35.734
-115.6786667,31.5651667
-149.5565,63.1903
-152.4675,58.4719
-66.6906666666667,19.2668333333333
-155.374496459961,19.1690006256104
-146.0874,60.9843
-116.9345,36.5055
-144.4241,63.1174
166.9278,-13.214
-83.3188333333333,33.1971666666667
-138.4451,61.7407
-176.0565,51.3965
-110.821,44.7968333
127.92,-7.7755
-144.3805,63.1191
-149.8201,61.6649
-152.563,63.3568
-150.7358,63.5783
-118.8458,41.2642
-153.0062,59.472
-178.3314,51.3764
-150.8923,59.6334
-155.38932800293,19.25
-64.3253,18.7795
-69.2271,-19.7052
-69.7061,-16.5209
-118.6803333,35.3598333
-122.385,38.6838333
-174.1113,50.9896
-98.24620864,28.97918701
-151.837,60.6482
-124.1238333,40.588
-104.5470309,31.67921741
-149.1074,63.8737
-146.2764,61.5552
-116.6273333,33.5798333
-151.6223,60.5841
-152.4892,59.7907
